,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Weekend Reservations,Weekday Reservations,Revenue,Location_Rural,Location_Suburban,Cuisine_French,Cuisine_Indian,Cuisine_Italian,Cuisine_Japanese,Cuisine_Mexican,Parking Availability_Yes
4967,4.0,40,58.15,3484.0,36090.0,19,432,54.34272551842516,3.9,2.6,29,3,541399.3,1,0,1,0,0,0,0,1
4968,3.9,41,32.83,3444.0,38400.0,9,759,118.51463957949916,5.7,6.4,2,14,318959.85,1,0,0,1,0,0,0,1
4969,4.3,58,39.02,1484.0,20723.0,2,467,271.56245763155283,7.9,3.7,47,55,511608.23,0,1,0,1,0,0,0,0
4970,4.9,50,28.06,1053.0,13667.0,14,524,170.2536234269672,4.8,2.7,0,38,329384.13,0,1,0,0,0,0,1,1
4971,3.2,33,52.23,2422.0,28942.0,15,158,199.73045112358483,1.7,7.2,28,20,404819.35,1,0,0,0,1,0,0,1
4972,3.9,31,34.04,1041.0,17549.0,12,577,237.44199863360907,9.9,8.1,21,4,256541.51,1,0,0,0,0,0,1,1
4973,3.4,51,33.72,1226.0,16507.0,19,764,86.99340405583465,7.4,4.7,29,40,408187.71,0,1,0,0,0,0,1,1
4974,4.8,46,38.6,1780.0,22994.0,15,703,103.79377596264868,7.5,1.5,41,40,416708.7,1,0,0,1,0,0,0,0
4975,4.9,50,55.98,2553.0,27322.0,6,919,299.6572132135647,5.2,4.6,31,37,634721.24,1,0,1,0,0,0,0,0
4976,4.0,51,65.88,1090.0,10797.0,10,674,109.363176564057,5.9,5.8,37,40,760259.33,0,1,0,0,0,1,0,0
4977,3.2,33,28.37,2072.0,20658.0,10,635,184.80062658808652,9.9,9.0,10,27,230940.58,1,0,0,0,0,0,1,1
4978,4.6,40,25.4,4180.0,50560.0,3,614,124.67681747920707,6.4,6.9,7,5,242484.8,1,0,0,0,0,0,1,0
4979,4.4,48,50.5,2658.0,30086.0,9,167,262.854915804841,3.0,7.4,14,1,551638.8,1,0,0,0,1,0,0,1
4980,3.7,62,49.34,1575.0,16953.0,5,235,290.43895718288786,9.7,2.8,13,50,687977.09,0,1,0,0,1,0,0,1
4981,4.8,50,36.13,2992.0,35780.0,7,624,85.32310350102387,5.8,7.5,37,30,419219.21,1,0,0,1,0,0,0,0
4982,5.0,67,48.29,3569.0,40840.0,19,190,200.14336559566055,1.2,5.5,61,8,742016.68,0,1,0,0,1,0,0,1
4983,4.1,68,40.34,3514.0,40986.0,10,350,252.89413325108603,6.2,8.4,28,0,627193.1,0,1,0,0,0,0,0,0
4984,4.1,84,28.68,4125.0,50012.0,11,275,255.756965749476,1.6,2.9,72,14,552551.86,0,0,0,0,0,0,1,0
4985,3.6,81,47.15,6235.0,64449.0,6,274,160.11192145043714,5.7,5.6,19,22,863099.95,0,0,0,0,1,0,0,1
4986,4.2,40,62.14,2583.0,27591.0,19,232,106.3440854570051,8.4,2.9,14,16,576578.65,1,0,1,0,0,0,0,1
4987,3.9,50,42.41,3421.0,37604.0,7,210,146.78498152811068,5.8,3.6,10,6,484199.76,0,1,0,0,0,0,0,1
4988,3.6,85,39.12,2091.0,23113.0,16,111,237.78817725606373,4.4,8.5,30,66,758938.47,0,0,0,1,0,0,0,0
4989,3.1,42,74.62,1834.0,16826.0,12,984,298.444473070168,8.9,7.2,28,33,716516.88,1,0,0,0,0,1,0,1
4990,3.5,75,32.75,6944.0,74701.0,18,446,188.57230197000453,9.3,7.6,24,52,581900.8,0,0,0,0,0,0,1,0
4991,3.4,75,32.56,5186.0,58234.0,14,642,98.7811021622806,4.1,1.6,74,29,566976.38,0,0,0,0,0,0,1,1
4992,4.1,59,55.62,3532.0,39869.0,16,890,60.48369169270358,5.5,7.6,1,9,750843.67,0,1,1,0,0,0,0,0
4993,4.2,51,66.21,2637.0,33899.0,6,446,285.9224599744151,9.8,5.4,40,41,765004.95,0,1,0,0,0,1,0,0
4994,4.2,72,73.94,7187.75,77526.875,1,65,170.7583005680698,2.6,5.1,71,47,1196532.39,0,0,0,0,0,1,0,1
4995,3.8,75,32.56,6062.0,62120.0,13,278,229.1481671294285,3.7,4.7,1,22,565501.88,0,0,0,1,0,0,0,1
4996,3.8,65,33.91,1035.0,14994.0,6,487,215.04525878653567,4.9,8.7,52,3,500650.1,0,1,0,1,0,0,0,1
4997,4.7,35,36.6,2900.0,37191.0,6,463,272.7178210376356,1.9,2.6,1,34,297205.55,1,0,0,0,0,0,0,0
4998,4.0,62,27.15,2203.0,21061.0,6,984,116.52264313699575,3.4,8.3,7,8,387225.5,0,1,0,0,0,0,1,0
4999,5.0,73,53.53,4711.0,49614.0,12,658,160.43002332071558,5.9,9.4,32,64,891436.19,0,0,0,0,1,0,0,1
5000,3.9,44,32.88,2926.0,36893.0,9,409,278.40520799611625,3.1,2.5,23,9,336735.49,1,0,0,1,0,0,0,0
5001,4.3,75,59.94,4905.0,51806.0,7,881,196.3940479469837,7.2,10.0,24,13,1014042.08,0,0,1,0,0,0,0,0
5002,3.1,30,56.67,2194.0,20586.0,3,887,67.84040910024551,4.1,9.9,5,27,390229.64,1,0,1,0,0,0,0,0
5003,4.3,78,62.46,6710.0,67383.0,15,701,98.6210441357535,1.8,6.6,0,35,1103163.97,0,0,1,0,0,0,0,1
5004,4.7,41,38.01,2005.0,23890.0,2,179,109.3037542572108,7.9,3.4,25,23,355326.27,1,0,0,1,0,0,0,0
5005,4.9,40,33.98,1120.0,19671.0,18,978,298.44637331967067,6.1,4.9,20,27,327381.41,1,0,0,1,0,0,0,1
5006,5.0,82,63.63,5649.0,56986.0,1,704,106.03474751420968,8.4,2.5,51,58,1168784.01,0,0,1,0,0,0,0,1
5007,3.6,30,32.64,2794.0,28455.0,1,898,267.4210179038473,4.2,2.1,27,3,226983.75,1,0,0,1,0,0,0,1
5008,4.2,68,52.61,3585.0,40104.0,11,741,69.52391248734037,1.2,7.3,47,16,810897.25,0,1,0,0,1,0,0,0
5009,3.9,90,53.03,2394.0,30566.0,3,212,95.43017336013064,1.4,6.2,66,36,1062973.66,0,0,0,0,1,0,0,1
5010,4.1,53,45.66,3460.0,42076.0,10,400,268.0138029174997,8.2,6.1,4,25,556543.56,0,1,0,0,0,0,0,1
5011,3.3,74,27.56,5076.0,49548.0,12,527,274.734119183149,4.7,3.2,26,30,475276.12,0,0,0,0,0,0,1,1
5012,4.7,46,46.03,2994.0,31360.0,6,684,94.04906298820028,9.8,3.1,27,27,486068.84,1,0,0,0,1,0,0,1
5013,4.8,34,37.89,3396.0,40538.0,7,87,107.46304604959649,8.5,9.9,13,27,307139.44,1,0,0,0,0,0,0,0
5014,3.9,48,66.35,2690.0,25970.0,17,347,182.64183283304004,1.1,6.7,43,28,729109.55,1,0,0,0,0,1,0,0
5015,3.6,72,26.87,6296.0,70151.0,17,926,63.17073802618937,8.8,8.4,5,52,465621.3,0,0,0,0,0,0,1,0
5016,3.3,60,48.68,2489.0,31620.0,4,281,286.3210418638401,2.9,4.4,13,35,655518.34,0,1,0,0,1,0,0,1
5017,4.4,51,69.55,3281.0,33550.0,1,898,140.51918127292066,5.4,8.6,18,25,796189.6,0,1,0,0,0,1,0,1
5018,3.6,83,44.94,5059.0,57272.0,1,813,172.32199144603794,5.6,7.5,0,27,837715.86,0,0,0,0,0,0,0,1
5019,4.8,75,47.15,7187.75,77526.875,17,568,76.26208878188704,1.5,4.2,61,60,818174.65,0,0,0,0,1,0,0,0
5020,4.3,68,55.69,1152.0,17440.0,11,617,58.136158636012745,2.1,7.5,28,21,851698.29,0,1,0,0,1,0,0,1
5021,4.3,50,38.91,2237.0,31210.0,3,950,166.95422661747352,4.8,9.3,39,49,446354.58,0,1,0,1,0,0,0,0
5022,4.1,56,74.7,1067.0,17692.0,10,217,80.41684252144003,6.8,2.9,54,34,940463.5,0,1,0,0,0,1,0,1
5023,3.1,51,55.22,1962.0,22574.0,2,878,207.5796720559103,3.4,5.9,6,17,630499.94,0,1,0,0,1,0,0,0
5024,4.9,88,63.29,3685.0,38839.0,16,780,248.6203258340552,5.7,9.7,83,68,1262011.12,0,0,1,0,0,0,0,1
5025,4.3,70,38.68,5372.0,53253.0,16,114,57.91778293072254,4.4,8.4,43,10,628363.09,0,0,0,1,0,0,0,1
5026,5.0,38,34.82,2190.0,22455.0,8,243,203.0556256102673,6.7,6.6,9,23,310430.03,1,0,0,1,0,0,0,0
5027,4.1,70,50.61,2996.0,33831.0,7,501,253.90668768039123,4.8,1.6,69,37,798603.51,0,1,0,0,1,0,0,0
5028,4.4,46,40.26,1558.0,18713.0,10,654,159.85699488299343,8.7,4.7,12,44,429114.45,1,0,0,1,0,0,0,1
5029,3.1,79,29.16,2138.0,22755.0,4,902,289.92616596074834,9.9,6.9,76,43,526515.95,0,0,0,0,0,0,1,0
5030,4.3,75,65.46,6785.0,72153.0,9,219,77.7987266730696,9.2,4.7,71,24,1111572.35,0,0,0,0,0,1,0,1
5031,4.5,32,33.39,1796.0,26454.0,5,980,130.74611586293668,2.5,10.0,30,15,252726.37,1,0,0,0,0,0,1,0
5032,4.6,69,41.3,3205.0,39123.0,7,787,107.51875848389264,5.1,7.8,16,19,647317.45,0,1,0,0,0,0,0,0
5033,4.5,64,33.96,1468.0,19126.0,4,280,299.0477888852437,5.1,2.7,47,53,490997.66,0,1,0,0,0,0,1,0
5034,3.5,70,55.83,2902.0,28516.0,1,330,123.5440885513947,8.6,5.4,21,12,872155.09,0,1,1,0,0,0,0,0
5035,5.0,69,36.83,1361.0,14455.0,12,55,146.98168709850353,4.2,4.5,4,34,577161.92,0,1,0,1,0,0,0,1
5036,5.0,35,32.72,1095.0,17603.0,16,313,261.9041224272456,5.9,6.3,8,11,276669.13,1,0,0,1,0,0,0,1
5037,3.2,32,64.94,826.0,7779.0,16,980,282.49087699660333,6.5,5.0,16,23,482970.13,1,0,1,0,0,0,0,0
5038,4.9,79,31.21,7187.75,77526.875,8,102,284.4368073312613,2.0,3.1,69,62,573321.57,0,0,0,1,0,0,0,0
5039,3.6,61,34.27,2213.0,30632.0,13,68,189.54200966227089,6.0,7.5,56,3,484571.96,0,1,0,0,0,0,1,0
5040,4.4,50,35.97,3404.0,38543.0,9,314,215.82555651199183,3.2,2.0,4,35,414535.48,0,1,0,0,0,0,0,0
5041,3.7,65,45.28,965.0,16783.0,10,210,137.2929316908542,2.9,5.8,30,8,663338.09,0,1,0,0,1,0,0,0
5042,4.9,46,57.59,3695.0,39740.0,8,825,201.78968233757027,3.3,3.8,42,9,603828.25,1,0,1,0,0,0,0,1
5043,3.2,59,28.66,2507.0,25895.0,1,855,125.68701711276772,1.9,9.7,45,9,385428.75,0,1,0,0,0,0,1,0
5044,4.0,41,31.89,1414.0,18653.0,3,209,236.5070890898306,1.6,3.7,2,7,295748.97,1,0,0,0,0,0,1,0
5045,3.9,68,26.45,1548.0,23024.0,5,72,126.80252913797575,6.8,4.1,17,58,409944.35,0,1,0,0,0,0,1,0
5046,3.7,57,49.81,2952.0,29849.0,7,211,269.8526770605161,9.5,7.4,54,48,648651.3,0,1,0,0,1,0,0,0
5047,4.3,77,67.25,7187.75,77526.875,16,392,85.87097231804071,7.2,2.2,18,18,1175266.35,0,0,0,0,0,1,0,0
5048,3.3,59,39.41,795.0,13386.0,8,991,192.95128228711343,3.8,3.9,13,43,527117.37,0,1,0,1,0,0,0,1
5049,4.4,59,30.49,1642.0,20537.0,1,465,180.16887406873693,4.0,7.3,18,43,406891.03,0,1,0,1,0,0,0,1
5050,5.0,87,38.92,7110.0,71658.0,3,434,115.92936859856913,5.9,1.3,17,33,765204.66,0,0,0,0,0,0,0,0
5051,4.6,39,71.95,3335.0,41020.0,6,56,57.00052729421907,8.8,3.8,3,2,634350.2,1,0,0,0,0,1,0,0
5052,4.7,36,40.04,1561.0,16378.0,12,924,87.13342159923425,2.8,1.1,35,22,336916.04,1,0,0,1,0,0,0,0
5053,3.7,53,44.55,1242.0,19156.0,15,929,291.98779163696605,5.2,2.4,43,46,544535.6,0,1,0,0,0,0,0,0
5054,3.6,30,44.85,2352.0,31572.0,17,585,285.3261319098427,5.5,6.4,5,1,324160.2,1,0,0,0,0,0,0,0
5055,4.0,60,25.69,1039.0,15288.0,18,179,79.82518081323786,9.4,5.1,40,59,368040.81,0,1,0,0,0,0,1,0
5056,3.1,88,64.25,1399.0,16692.0,17,816,143.71504971733427,5.8,2.4,2,45,1266910.85,0,0,1,0,0,0,0,1
5057,4.9,74,33.58,4667.0,54380.0,12,305,166.28165478264702,8.0,1.7,13,14,572283.64,0,0,0,0,0,0,1,1
5058,3.3,57,54.93,818.0,14476.0,16,299,169.5179826973553,1.8,1.5,19,34,708801.28,0,1,0,0,1,0,0,0
5059,4.8,71,33.43,7187.75,77526.875,12,963,124.70495511638552,3.9,1.8,27,6,556882.71,0,0,0,1,0,0,0,1
5060,3.2,71,45.03,3392.0,35759.0,4,388,278.23820816751714,6.5,1.9,54,60,721156.84,0,0,0,0,0,0,0,1
5061,4.6,63,59.43,4181.0,43323.0,9,667,277.12265012084424,7.1,1.8,35,34,847278.03,0,1,1,0,0,0,0,0
5062,3.3,58,36.98,2790.0,30833.0,15,405,54.73210513393232,9.0,1.5,37,34,499132.19,0,1,0,1,0,0,0,1
5063,3.1,79,39.67,2644.0,30513.0,5,361,212.5003438793564,6.3,7.3,66,68,709660.1,0,0,0,0,0,0,0,0
5064,4.4,42,39.7,3091.0,38234.0,11,909,68.59060211670186,3.6,9.5,35,18,393180.9,1,0,0,0,0,0,0,1
5065,3.6,30,31.01,860.0,12528.0,18,532,199.37441553281883,5.9,8.7,4,28,233008.42,1,0,0,0,0,0,1,0
5066,4.4,63,58.92,2919.0,33999.0,1,81,266.7232241004498,7.4,3.4,38,1,827857.57,0,1,1,0,0,0,0,0
5067,4.1,51,63.72,2092.0,22565.0,16,638,212.38273740588187,8.1,2.8,13,33,741612.05,0,1,1,0,0,0,0,0
5068,3.2,33,36.97,1777.0,23856.0,18,887,167.23190373594048,9.5,1.4,16,12,297299.65,1,0,0,1,0,0,0,0
5069,4.9,88,42.59,7187.75,77526.875,13,142,289.47393229289844,2.7,2.4,7,63,859309.33,0,0,0,0,0,0,0,1
5070,3.9,30,57.54,2816.0,32387.0,16,571,236.64964575438492,6.9,6.1,5,2,407925.93,1,0,1,0,0,0,0,1
5071,4.5,33,65.67,1220.0,15161.0,16,940,112.3273431882009,2.8,10.0,12,13,503106.89,1,0,1,0,0,0,0,1
5072,4.0,40,37.26,2870.0,35233.0,3,985,146.73422526300436,3.9,8.7,7,34,345261.91,1,0,0,1,0,0,0,0
5073,4.2,42,27.17,2959.0,30249.0,18,891,239.96883350999096,2.3,5.6,40,36,281657.53,1,0,0,0,0,0,1,1
5074,3.6,67,73.26,1126.0,18972.0,11,83,54.82856202901388,8.0,4.8,51,25,1100715.34,0,1,0,0,0,1,0,1
5075,3.4,59,46.91,889.0,13772.0,13,901,65.99082563706803,9.2,2.3,50,43,633060.84,0,1,0,0,1,0,0,0
5076,4.1,74,65.7,7187.75,71476.0,2,672,264.85579461494166,1.3,4.8,16,6,1086935.4,0,0,0,0,0,1,0,0
5077,3.9,70,60.8,1878.0,25848.0,3,338,60.73649740846713,8.3,6.4,24,38,950969.0,0,0,1,0,0,0,0,0
5078,3.8,83,41.09,7187.75,77350.0,1,393,219.62846029978832,3.2,6.4,74,78,774545.11,0,0,0,0,0,0,0,0
5079,4.3,85,47.08,2167.0,21614.0,1,658,129.72648926395868,5.4,6.0,60,12,892131.16,0,0,0,0,1,0,0,1
5080,4.4,47,48.83,2240.0,27509.0,15,557,256.4729294361773,7.7,8.4,33,19,534045.8,1,0,0,0,1,0,0,0
5081,3.1,52,45.4,2190.0,27264.0,3,362,261.8365163826568,5.6,5.6,44,50,535255.0,0,1,0,0,0,0,0,0
5082,3.7,52,48.14,1955.0,23188.0,4,711,288.3347770204321,3.1,5.3,41,33,565494.58,0,1,0,0,1,0,0,1
5083,3.8,73,36.71,4472.0,50883.0,12,993,73.88738825937068,9.2,3.8,28,3,617758.93,0,0,0,0,0,0,0,0
5084,3.2,76,55.92,2481.0,28757.0,12,253,155.7117523073374,6.3,2.6,11,18,954469.51,0,0,0,0,1,0,0,0
5085,3.5,42,33.33,3030.0,33056.0,14,271,193.48964748883623,9.4,1.0,39,36,335008.89,1,0,0,1,0,0,0,1
5086,3.1,38,37.48,2319.0,25640.0,11,81,279.0142198974526,8.6,3.9,1,30,335242.94,1,0,0,1,0,0,0,0
5087,5.0,72,67.55,7187.75,77526.875,6,686,116.62853635827656,8.9,6.7,70,42,1106476.25,0,0,0,0,0,1,0,0
5088,4.5,66,51.05,1974.0,22001.0,14,669,67.90687268178026,4.3,6.0,54,63,768398.6,0,1,0,0,1,0,0,0
5089,3.2,64,29.25,2900.0,35427.0,2,772,100.44115514852528,9.9,5.8,50,61,430730.1,0,1,0,0,0,0,1,0
5090,3.0,59,45.58,1716.0,22033.0,3,478,173.89458093879745,8.7,8.0,11,1,605467.79,0,1,0,0,0,0,0,0
5091,4.4,84,49.76,2332.0,23189.0,18,51,220.2627505696976,4.0,3.1,79,21,946670.41,0,0,0,0,1,0,0,1
5092,3.9,50,36.43,2998.0,37380.0,8,556,222.66850532807317,9.1,7.1,30,16,424162.28,0,1,0,1,0,0,0,0
5093,4.6,50,40.39,2905.0,34667.0,2,511,68.66582677357836,7.8,6.5,19,23,460229.73,1,0,0,1,0,0,0,0
5094,4.8,39,45.88,3505.0,43522.0,16,232,240.3525661406051,7.5,4.1,14,11,422705.68,1,0,0,0,0,0,0,0
5095,4.2,76,26.12,3584.0,40998.0,14,108,215.0598508048583,1.1,3.0,13,21,459321.26,0,0,0,0,0,0,1,1
5096,3.4,36,54.18,1379.0,19037.0,19,338,151.88579680333805,1.2,6.1,8,19,454964.33,1,0,0,0,1,0,0,0
5097,4.6,72,49.2,3271.0,41290.0,4,145,192.7715671057424,7.3,9.5,45,66,800907.8,0,0,0,0,1,0,0,1
5098,4.9,56,31.54,2583.0,26020.0,6,554,241.93511157287327,3.5,1.7,30,14,403077.82,0,1,0,0,0,0,1,0
5099,4.2,58,29.13,3667.0,36299.0,12,811,115.5231870001564,1.5,9.6,33,42,398681.46,0,1,0,0,0,0,1,1
5100,4.4,57,29.41,3986.0,39857.0,10,666,285.008375851029,3.6,5.2,42,13,392446.43,0,1,0,0,0,0,1,0
5101,3.7,32,31.75,2184.0,28590.0,9,260,84.44190123675669,8.5,7.4,18,15,245727.25,1,0,0,1,0,0,0,1
5102,3.8,74,41.3,5141.0,54737.0,3,831,275.5557029258901,5.2,8.2,35,73,695578.55,0,0,0,0,0,0,0,0
5103,4.5,62,31.01,3548.0,36537.0,1,507,235.21448903027544,6.5,2.4,27,19,436093.09,0,1,0,0,0,0,1,0
5104,4.9,82,37.08,2462.0,31309.0,14,620,215.12965483229848,8.2,1.4,0,22,691996.85,0,0,0,0,0,0,0,1
5105,4.3,57,70.96,1922.0,23120.0,8,832,70.72699931466951,3.9,2.2,24,53,908010.6,0,1,0,0,0,1,0,1
5106,4.6,47,55.7,1029.0,17945.0,18,976,279.7511518889221,1.1,4.1,14,8,599538.25,1,0,0,0,1,0,0,1
5107,3.3,36,52.86,913.0,8102.0,12,78,123.83258763509863,3.9,9.6,18,9,438856.06,1,0,0,0,1,0,0,1
5108,3.4,79,60.29,1536.0,16614.0,12,252,236.40305157804275,9.6,1.4,33,52,1069340.64,0,0,1,0,0,0,0,0
5109,4.1,39,75.08,1986.0,20538.0,10,161,271.20035317249085,5.3,9.3,36,2,665739.22,1,0,0,0,0,1,0,1
5110,3.4,40,31.33,1495.0,14782.0,4,414,111.0708733505074,6.1,6.1,17,11,289237.64,1,0,0,0,0,0,1,1
5111,4.3,81,26.49,7187.75,77526.875,5,172,278.65019272066235,7.8,1.9,53,19,498728.44,0,0,0,0,0,0,1,1
5112,3.6,62,36.02,2290.0,29732.0,8,762,202.98541214850692,2.0,2.4,47,24,508282.58,0,1,0,1,0,0,0,0
5113,4.6,37,66.99,2897.0,33049.0,19,352,214.7579455743753,7.6,7.2,5,24,577864.63,1,0,0,0,0,1,0,1
5114,4.6,86,33.44,4077.0,43303.0,6,746,278.6282216110727,3.7,6.5,10,27,651918.89,0,0,0,0,0,0,1,0
5115,3.9,43,65.64,2732.0,27534.0,16,619,181.6837304882268,4.5,2.5,36,15,647692.22,1,0,1,0,0,0,0,0
5116,3.4,46,38.97,2810.0,28315.0,9,910,160.16188940389438,3.4,9.1,23,39,417700.67,1,0,0,0,0,0,0,0
5117,4.3,48,49.78,1685.0,20428.0,11,304,208.30794189387208,2.4,2.2,4,20,541938.98,1,0,0,0,1,0,0,0
5118,5.0,45,69.64,3948.0,46387.0,3,278,188.50587926462623,4.3,5.6,8,6,704024.51,1,0,0,0,0,1,0,0
5119,4.2,78,48.14,2155.0,22645.0,14,390,65.36892811183208,1.9,5.8,29,75,850328.79,0,0,0,0,1,0,0,1
5120,3.1,89,43.74,4920.0,48363.0,5,976,95.12301173287898,8.6,8.8,74,81,884766.19,0,0,0,0,0,0,0,1
5121,3.0,79,71.8,3661.0,40014.0,6,614,53.39161973075344,3.8,1.2,75,10,1265535.0,0,0,0,0,0,1,0,0
5122,3.6,38,35.7,1344.0,20369.0,1,391,77.04070987452117,6.9,2.2,19,31,308246.85,1,0,0,0,0,0,0,1
5123,3.4,30,34.23,2422.0,31146.0,13,881,232.46241494439604,3.7,2.5,0,26,248833.38,1,0,0,0,0,0,1,0
5124,4.6,32,27.06,3109.0,36283.0,9,805,51.17779045133734,2.9,1.6,28,24,210381.25,1,0,0,0,0,0,1,1
5125,4.7,80,35.77,5123.0,53606.0,3,387,126.10137865194172,7.4,6.7,31,46,650633.49,0,0,0,0,0,0,1,0
5126,3.5,36,39.14,1011.0,16702.0,6,307,162.33035109465123,6.6,3.1,15,32,324234.94,1,0,0,0,0,0,0,0
5127,3.7,67,41.78,2503.0,33555.0,8,109,284.4530622746979,3.0,6.2,40,17,633669.65,0,1,0,0,0,0,0,0
5128,3.5,42,35.86,3177.0,35535.0,4,278,131.75175444747902,6.5,8.0,9,21,349264.33,1,0,0,0,0,0,0,1
5129,4.8,67,48.79,3560.0,45125.0,6,389,245.7826907770768,1.0,4.7,8,5,733754.19,0,1,0,0,1,0,0,0
5130,4.0,45,43.83,2668.0,26788.0,12,481,152.19139488814875,2.6,7.9,20,21,457295.08,1,0,0,0,0,0,0,0
5131,4.3,85,30.25,2610.0,26986.0,12,865,74.62284502035337,7.5,8.0,34,5,591027.8,0,0,0,0,0,0,1,1
5132,3.8,50,64.95,3073.0,37304.0,7,167,74.7109369992323,4.7,3.4,32,14,732048.9,1,0,1,0,0,0,0,1
5133,4.3,59,41.33,3590.0,39061.0,16,949,158.10845499562947,2.8,1.1,49,37,564765.36,0,1,0,0,0,0,0,0
5134,3.8,58,65.21,3567.0,39598.0,7,75,64.47078287904519,5.6,1.9,52,29,851809.83,0,1,1,0,0,0,0,1
5135,3.7,37,35.81,1692.0,20574.0,3,389,192.9048103153237,5.2,8.4,27,29,306318.49,1,0,0,0,0,0,1,0
5136,4.3,68,39.99,2114.0,21552.0,13,711,173.41243384171958,6.7,4.6,26,45,622690.97,0,1,0,0,0,0,0,1
5137,4.2,52,51.22,2705.0,27362.0,9,220,225.63379642404465,1.7,8.6,18,45,606535.82,0,1,0,0,1,0,0,0
5138,3.6,78,54.18,2614.0,27629.0,11,302,96.40538235245722,8.4,5.9,44,16,952810.01,0,0,0,0,1,0,0,1
5139,3.3,31,57.44,2223.0,20879.0,7,581,198.2323134317089,1.5,2.8,22,28,407522.61,1,0,1,0,0,0,0,1
5140,3.7,48,39.48,3542.0,38082.0,15,398,93.63061908636352,5.1,7.4,25,10,445658.66,1,0,0,1,0,0,0,1
5141,3.8,37,51.51,3128.0,32003.0,1,353,230.5584283681623,7.4,6.0,9,19,433525.96,1,0,0,0,1,0,0,1
5142,4.3,67,52.98,2209.0,29449.0,2,426,126.7896645624266,4.1,4.2,24,7,790805.87,0,1,0,0,1,0,0,0
5143,4.8,37,45.88,3128.0,39045.0,1,400,203.604050674762,9.2,1.8,0,16,386443.97,1,0,0,0,1,0,0,1
5144,3.1,34,33.43,2451.0,29938.0,15,622,270.66931501736417,7.8,1.9,27,11,276457.52,1,0,0,0,0,0,1,1
5145,3.5,75,48.42,4782.0,46362.0,4,200,172.05853154540597,4.8,2.7,67,26,817442.66,0,0,0,0,1,0,0,0
5146,3.4,79,73.86,4428.0,48557.0,4,797,98.07302748231496,2.7,7.1,53,57,1305540.31,0,0,0,0,0,1,0,1
5147,4.0,84,40.6,1810.0,23074.0,14,878,271.5307252299817,1.4,7.6,34,50,774412.7,0,0,0,0,0,0,0,1
5148,3.9,53,48.02,2611.0,25861.0,5,279,139.6448875579134,8.2,6.7,3,46,577938.67,0,1,0,0,1,0,0,0
5149,4.5,32,40.48,2231.0,23096.0,1,385,232.56321883677504,2.7,4.0,10,24,294681.46,1,0,0,1,0,0,0,0
5150,3.5,78,38.42,6575.0,68029.0,15,752,130.02391963230087,3.4,5.0,68,49,694753.53,0,0,0,1,0,0,0,0
5151,4.2,85,55.84,5207.0,57276.0,7,324,124.55386066271916,1.1,7.4,46,30,1066277.74,0,0,0,0,1,0,0,0
5152,4.8,85,49.01,6799.0,71480.0,16,764,210.50706482843896,1.2,6.9,67,28,952327.6,0,0,0,0,1,0,0,0
5153,4.8,44,72.14,1171.0,12558.0,14,253,89.07785880149194,3.1,8.0,18,30,721044.16,1,0,0,0,0,1,0,1
5154,4.9,38,51.73,1306.0,15575.0,15,277,266.7434677119791,8.9,3.2,27,23,457425.31,1,0,0,0,1,0,0,0
5155,4.5,46,52.56,1275.0,12762.0,15,318,146.90599665646317,8.0,1.0,22,3,553490.04,1,0,0,0,1,0,0,0
5156,4.8,70,35.42,2231.0,28223.0,1,947,54.8193589921251,7.9,3.4,65,22,559371.79,0,1,0,0,0,0,0,1
5157,3.5,61,33.21,2577.0,24452.0,19,228,126.35911840264184,8.4,4.1,27,7,475575.63,0,1,0,1,0,0,0,1
5158,3.4,77,75.0,5171.0,52211.0,7,892,246.2415811498755,2.7,9.6,10,12,1291676.05,0,0,0,0,0,1,0,1
5159,3.0,43,34.66,1176.0,19056.0,18,306,264.83971383369646,9.8,3.0,29,0,355127.16,1,0,0,1,0,0,0,0
5160,4.4,87,75.57,3062.0,30179.0,15,730,191.97006923709444,3.1,8.4,85,62,1350758.47875,0,0,0,0,0,1,0,1
5161,4.9,41,32.35,1406.0,19528.0,13,955,123.52732951063616,2.3,6.6,40,26,315051.15,1,0,0,1,0,0,0,0
5162,3.4,43,55.97,2340.0,30729.0,19,564,181.9635259229037,3.7,2.5,16,16,557134.98,1,0,0,0,1,0,0,1
5163,4.3,49,37.67,3252.0,34488.0,18,57,259.09382465792254,5.8,4.6,23,40,436526.38,1,0,0,1,0,0,0,1
5164,4.5,54,38.54,938.0,12260.0,4,385,129.0094574320632,2.1,5.6,37,8,468148.34,0,1,0,1,0,0,0,0
5165,4.9,50,69.37,3192.0,34935.0,18,981,146.35924339899748,7.6,4.1,35,26,796179.82,0,1,0,0,0,1,0,0
5166,4.3,42,64.98,2470.0,32392.0,4,668,184.92353324751107,4.3,3.0,21,25,614985.72,1,0,1,0,0,0,0,1
5167,4.9,83,71.0,2906.0,30267.0,16,89,271.78454891766535,6.1,3.3,76,20,1324133.35,0,0,0,0,0,1,0,1
5168,3.7,31,72.49,747.0,11729.0,14,984,195.53723345786625,7.6,6.3,25,10,519296.71,1,0,0,0,0,1,0,0
5169,3.7,45,66.04,899.0,12496.0,14,480,101.9037888466633,9.1,7.2,40,3,678747.22,1,0,0,0,0,1,0,0
